x,intensity
3133.95,0.0242713
3135.9,0.0198805
3137.85,0.0267106
3139.8,0.0284181
3141.76,0.0293938
3143.71,0.0265886
3145.66,0.0225637
3147.61,0.0221978
3149.56,0.0256129
3151.51,0.0236614
3153.45,0.0236614
3155.4,0.025125
3157.35,0.0247591
3159.3,0.0278083
3161.24,0.0269545
3163.19,0.0302476
3165.14,0.0278083
3167.08,0.0234175
3169.03,0.0240273
3170.97,0.0273204
3172.91,0.0270765
3174.86,0.0253689
3176.8,0.025125
3178.74,0.0237834
3180.68,0.0267106
3182.63,0.0273204
3184.57,0.0240273
3186.51,0.0241493
3188.45,0.0256129
3190.39,0.028662
3192.33,0.0309794
3194.26,0.0270765
3196.2,0.0258568
3198.14,0.0282961
3200.08,0.0265886
3202.01,0.025003
3203.95,0.0230516
3205.88,0.0270765
3207.82,0.0281742
3209.75,0.0346384
3211.69,0.0347603
3213.62,0.0331748
3215.56,0.0254909
3217.49,0.0307355
3219.42,0.0301256
3221.35,0.0278083
3223.28,0.0307355
3225.21,0.0315892
3227.14,0.0337846
3229.07,0.0291499
3231,0.0295158
3232.93,0.0304915
3234.86,0.0282961
3236.79,0.0304915
3238.72,0.0302476
3240.64,0.0297597
3242.57,0.0285401
3244.5,0.0279302
3246.42,0.0329308
3248.35,0.0302476
3250.27,0.0309794
3252.19,0.0270765
3254.12,0.0256129
3256.04,0.0262227
3257.96,0.0242713
3259.89,0.0237834
3261.81,0.0273204
3263.73,0.0265886
3265.65,0.0261007
3267.57,0.0282961
3269.49,0.0304915
3271.41,0.028784
3273.33,0.0297597
3275.25,0.0275643
3277.16,0.0234175
3279.08,0.0256129
3281,0.0273204
3282.92,0.0241493
3284.83,0.0225637
3286.75,0.0239054
3288.66,0.0261007
3290.58,0.0267106
3292.49,0.0293938
3294.4,0.0271984
3296.32,0.0306135
3298.23,0.0248811
3300.14,0.0265886
3302.05,0.0284181
3303.97,0.0318332
3305.88,0.0319551
3307.79,0.0273204
3309.7,0.0253689
3311.61,0.0256129
3313.51,0.0306135
3315.42,0.0293938
3317.33,0.0303696
3319.24,0.0280522
3321.15,0.0293938
3323.05,0.0274424
3324.96,0.0273204
3326.86,0.0265886
3328.77,0.0296378
3330.67,0.0278083
3332.58,0.025247
3334.48,0.028906
3336.39,0.0280522
3338.29,0.0275643
3340.19,0.0300037
3342.09,0.0302476
3343.99,0.0335407
3345.89,0.0301256
3347.8,0.0261007
3349.7,0.0284181
3351.59,0.0290279
3353.49,0.0301256
3355.39,0.0268325
3357.29,0.0259788
3359.19,0.0258568
3361.09,0.0290279
3362.98,0.0269545
3364.88,0.0292719
3366.77,0.0300037
3368.67,0.0296378
3370.56,0.0296378
3372.46,0.0300037
3374.35,0.0290279
3376.25,0.0290279
3378.14,0.0334187
3380.03,0.0315892
3381.92,0.0329308
3383.82,0.0302476
3385.71,0.032443
3387.6,0.0342725
3389.49,0.0339066
3391.38,0.028662
3393.27,0.0318332
3395.16,0.0336626
3397.04,0.0376875
3398.93,0.0341505
3400.82,0.0275643
3402.71,0.0278083
3404.59,0.0314673
3406.48,0.0297597
3408.37,0.0270765
3410.25,0.0370777
3412.14,0.0363459
3414.02,0.0325649
3415.9,0.0318332
3417.79,0.0293938
3419.67,0.0332967
3421.55,0.0317112
3423.43,0.0334187
3425.32,0.0379315
3427.2,0.0354921
3429.08,0.032321
3430.96,0.0330528
3432.84,0.0315892
3434.72,0.0335407
3436.59,0.0356141
3438.47,0.0339066
3440.35,0.0314673
3442.23,0.0331748
3444.1,0.0319551
3445.98,0.0340285
3447.86,0.0329308
3449.73,0.0312233
3451.61,0.0279302
3453.48,0.0268325
3455.36,0.0290279
3457.23,0.0307355
3459.1,0.032199
3460.98,0.0318332
3462.85,0.0304915
3464.72,0.0318332
3466.59,0.0342725
3468.46,0.0343944
3470.33,0.0341505
3472.2,0.0302476
3474.07,0.0325649
3475.94,0.0337846
3477.81,0.0370777
3479.68,0.0353702
3481.55,0.0352482
3483.41,0.0386633
3485.28,0.0326869
3487.15,0.0282961
3489.01,0.0348823
3490.88,0.0315892
3492.74,0.0331748
3494.61,0.0279302
3496.47,0.0325649
3498.33,0.03598
3500.2,0.0278083
3502.06,0.0329308
3503.92,0.0385413
3505.78,0.0392731
3507.65,0.0314673
3509.51,0.0326869
3511.37,0.0304915
3513.23,0.0341505
3515.09,0.0343944
3516.95,0.0334187
3518.81,0.032321
3520.66,0.0300037
3522.52,0.0329308
3524.38,0.0354921
3526.24,0.0334187
3528.09,0.0339066
3529.95,0.0314673
3531.8,0.0284181
3533.66,0.0309794
3535.51,0.0306135
3537.37,0.028906
3539.22,0.0295158
3541.07,0.0270765
3542.93,0.0278083
3544.78,0.0273204
3546.63,0.0275643
3548.48,0.0303696
3550.33,0.0308574
3552.18,0.0267106
3554.03,0.0245152
3555.88,0.0261007
3557.73,0.0270765
3559.58,0.0329308
3561.43,0.0346384
3563.28,0.0281742
3565.12,0.0265886
3566.97,0.0275643
3568.82,0.0312233
3570.66,0.0303696
3572.51,0.0256129
3574.36,0.0245152
3576.2,0.0279302
3578.04,0.028784
3579.89,0.0282961
3581.73,0.028784
3583.57,0.0271984
3585.42,0.025247
3587.26,0.0284181
3589.1,0.0223198
3590.94,0.0193926
3592.78,0.0276863
3594.62,0.0230516
3596.46,0.025003
3598.3,0.0265886
3600.14,0.025247
3601.98,0.0202464
3603.82,0.0148799
3605.65,0.0173192
3607.49,0.025125
3609.33,0.0162215
3611.16,0.0219539
3613,0.0236614
3614.84,0.0209782
3616.67,0.0167094
3618.51,0.0271984
3620.34,0.0239054
3622.17,0.0195146
3624.01,0.021466
3625.84,0.0195146
3627.67,0.0175631
3629.5,0.0198805
3631.33,0.0208562
3633.17,0.0189047
3635,0.0162215
3636.83,0.0165874
3638.66,0.0139041
3640.48,0.0167094
3642.31,0.0181729
3644.14,0.0187828
3645.97,0.0154897
3647.8,0.0164654
3649.62,0.0159776
3651.45,0.0147579
3653.28,0.0154897
3655.1,0.017807
3656.93,0.014514
3658.75,0.0124405
3660.58,0.0140261
3662.4,0.0132943
3664.22,0.0134163
3666.05,0.0135382
3667.87,0.0135382
3669.69,0.0135382
3671.51,0.0109769
3673.33,0.0115868
3675.15,0.0100012
3676.98,0.00743993
3678.8,0.00987925
3680.61,0.0123186
3682.43,0.0117087
3684.25,0.00768386
3686.07,0.0126845
3687.89,0.0129284
3689.71,0.0101232
3691.52,0.00914746
3693.34,0.00926942
3695.15,0.0106111
3696.97,0.00926942
3698.79,0.00634224
3700.6,0.00426881
3702.41,0.0123186
3704.23,0.0112209
3706.04,0.00975729
3707.85,0.0075619
3709.67,0.00841566
3711.48,0.00914746
3713.29,0.0131723
3715.1,0.0121966
3716.91,0.00512258
3718.72,0.0112209
3720.53,0.0060983
3722.34,0.00817173
3724.15,0.00561044
3725.96,0.00487864
3727.77,0.0110989
3729.58,0.007196
3731.38,0.00829369
3733.19,0.00780583
3735,0.00865959
3736.8,0.00622027
3738.61,0.00231736
3740.41,0.0060983
3742.22,0.00658617
3744.02,0.00524454
3745.83,0.00463471
3747.63,0.00573241
3749.43,0.007196
3751.23,0.0068301
3753.04,0.00853763
3754.84,0.00914746
3756.64,0.00743993
3758.44,0.00951336
3760.24,0.0124405
3762.04,0.00317112
3763.84,0.00634224
3765.64,0.00695207
3767.44,0.00573241
3769.24,0.00658617
3771.03,0.00597634
3772.83,0.00963532
3774.63,0.00853763
3776.43,0.00902549
3778.22,0.00878156
3780.02,0.00890352
3781.81,0.0100012
3783.61,0.0100012
3785.4,0.0060983
3787.2,0.00475668
3788.99,0.0068301
3790.78,0.00743993
3792.57,0.00841566
3794.37,0.00573241
3796.16,0.00707403
3797.95,0.00768386
3799.74,0.00524454
3801.53,0.00207342
3803.32,0.00670814
3805.11,0.00804976
3806.9,0.0068301
3808.69,0.00707403
3810.48,0.00695207
3812.27,0.00561044
3814.05,0.00841566
3815.84,0.00475668
3817.63,0.00963532
3819.41,0.00817173
3821.2,0.00561044
3822.98,0.00329308
3824.77,0.00487864
3826.55,0.00865959
3828.34,0.00561044
3830.12,0.00865959
3831.9,0.00280522
3833.69,0.00597634
3835.47,0.00109769
3837.25,0.00256129
3839.03,0.0079278
3840.81,0.0100012
3842.6,0.00561044
3844.38,0.00365898
3846.16,0.00365898
3847.93,0.00292719
3849.71,0.0100012
3851.49,0.00707403
3853.27,0.0068301
3855.05,0.00585437
3856.83,0.00780583
3858.6,0.00512258
3860.38,0.00353702
3862.15,0.00707403
3863.93,0.00768386
3865.71,0.00622027
3867.48,0.00158556
3869.25,0.00743993
3871.03,0.0112209
3872.8,0.00987925
3874.58,0.00817173
3876.35,0.00378095
3878.12,0.00463471
3879.89,0.00487864
3881.66,0
3883.43,0.00548847
3885.21,0.00512258
3886.98,0.00536651
3888.75,0.00451275
3890.51,0.00439078
3892.28,0.00561044
3894.05,0.0079278
3895.82,0.00475668
3897.59,0.00573241
3899.35,0.00878156
3901.12,0.00585437
3902.89,0.00451275
3904.65,0.007196
3906.42,0.00573241
3908.18,0.0068301
3909.95,0.00878156
3911.71,0.00780583
3913.48,0.0075619
3915.24,0.0079278
3917,0.00878156
3918.77,0.00731797
3920.53,0.00182949
3922.29,0.00231736
3924.05,0.00414685
3925.81,0.00804976
3927.57,0.0068301
3929.33,0.00439078
3931.09,0.00487864
3932.85,0.00634224
3934.61,0.00463471
3936.37,0.00634224
3938.13,0.00561044
3939.89,0.00426881
3941.64,0.00597634
3943.4,0.00536651
3945.16,0.00536651
3946.91,0.0102452
3948.67,0.00951336
3950.42,0.00353702
3952.18,0.0079278
3953.93,0.00585437
3955.69,0.00829369
3957.44,0.00939139
3959.19,0.0131723
3960.94,0.0112209
3962.7,0.00414685
3964.45,0.0068301
3966.2,0.00622027
3967.95,0.00304915
3969.7,0.00939139
3971.45,0
3973.2,0.00390291
3974.95,0.00512258
3976.7,0.00768386
3978.45,0.0064642
3980.2,0.00304915
3981.94,0.00365898
3983.69,0.00743993
3985.44,0.00561044
3987.18,0.0064642
3988.93,0.00707403
3990.68,0.00707403
3992.42,0.00780583
3994.17,0.007196
3995.91,0.00695207
3997.65,0.00439078
